,title,genre,rating,description,votes,tiers,anger,disgust,fear,joy,neutral,sadness,surprise,genre_list,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
8440,The Minions of Midas,"Crime, Drama, Thriller",6.4,"Victor is at a crossroads and has to decide what steps to take. Everything, absolutely everything (love, family and fortune) depend on it.",133.0,7.0,0.009371958,0.012990948,0.013180165,0.00211987,0.94075775,0.012559705,0.00901958,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8441,Explained,Documentary,7.2,"In pop culture, pirates are often depicted as booty-looting rogues, but their history is far more complicated. See how they became enemies of humanity.",291.0,8.0,0.016134985,0.07030027,0.007021519,0.002068313,0.8808234,0.007087634,0.01656392,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8442,Magic for Humans,"Comedy, Reality-TV",7.1,"Ho ho ho. Justin embraces the holiday spirit and visits Santa school, gets playful with Susan Sarandon and teaches kids about the magic of giving.",85.0,8.0,0.007092852,0.014016062,0.000814943,0.79460865,0.16867523,0.00717103,0.00762121,"['Comedy', 'Reality-TV']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8443,Magic for Humans,"Comedy, Reality-TV",7.5,"It's all about suspending disbelief when Justin links TV magic to pro wrestling, fools a lie detector and role-plays a fantasy mage in the park.",74.0,8.0,0.030074514,0.042279433,0.008749943,0.003911287,0.88131684,0.002237805,0.03143015,"['Comedy', 'Reality-TV']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8444,Magic for Humans,"Comedy, Reality-TV",7.5,"Between bad dad jokes, Justin pulls pranks with his son, awes parents with his uncanny childproofing and tests his reflexes against the LA Chargers.",70.0,8.0,0.03148535,0.08764708,0.04186281,0.029178802,0.7008181,0.009083827,0.09992397,"['Comedy', 'Reality-TV']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8445,Magic for Humans,"Comedy, Reality-TV",7.5,Communication is key as Justin plays language games in an ESL class and conducts psychic readings at a library. Plus: starstruck subliminal messages.,67.0,8.0,0.007103987,0.008630635,0.23624171,0.55697536,0.09957853,0.02309605,0.06837374,"['Comedy', 'Reality-TV']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8446,Magic for Humans,"Comedy, Reality-TV",7.5,"After telecommuting via a handy TaskRabbit helper, Justin amazes kids with tricks for skipping chores and performs a feat of dazzling multitasking.",62.0,8.0,0.019413978,0.003299917,0.002409604,0.38042367,0.33826151,0.004202568,0.25198877,"['Comedy', 'Reality-TV']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8447,Magic for Humans,"Comedy, Reality-TV",8.0,Justin turns water into mead at the Renaissance fair and speed-knits a sweater before slowing down to share magical memories with his mother.,76.0,8.0,0.00444909,0.010692753,0.003202697,0.052160364,0.8946401,0.010656807,0.024198202,"['Comedy', 'Reality-TV']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8448,Cable Girls,Drama,7.6,Add a Plot,103.0,8.0,0.014831012,0.003332665,0.003361003,0.007689097,0.946936,0.008139871,0.015710289,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8449,Cable Girls,Drama,7.6,Add a Plot,98.0,8.0,0.014831012,0.003332665,0.003361003,0.007689097,0.946936,0.008139871,0.015710289,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8450,Cable Girls,Drama,7.5,Add a Plot,99.0,8.0,0.014831012,0.003332666,0.003361003,0.007689098,0.946936,0.008139871,0.015710289,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8451,Cable Girls,Drama,7.6,Add a Plot,116.0,8.0,0.014831012,0.003332666,0.003361003,0.007689098,0.946936,0.008139871,0.015710289,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8452,Cable Girls,Drama,7.6,Add a Plot,84.0,8.0,0.014831012,0.003332665,0.003361003,0.007689097,0.946936,0.008139871,0.015710289,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8453,Cable Girls,Drama,7.6,Add a Plot,77.0,8.0,0.014831012,0.003332665,0.003361003,0.007689097,0.946936,0.008139871,0.015710289,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8454,Cable Girls,Drama,7.9,Add a Plot,83.0,8.0,0.014831012,0.003332665,0.003361003,0.007689097,0.946936,0.008139871,0.015710289,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8455,Cable Girls,Drama,5.9,Add a Plot,163.0,6.0,0.014831012,0.003332665,0.003361003,0.007689097,0.946936,0.008139871,0.015710289,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8456,Inventing Anna,Drama,6.7,"Reporter Vivian Kent defies her editor to pursue the story of Anna Delvey, an alleged German heiress indicted for grand larceny and jailed without bail.",1300.0,7.0,0.33550662,0.5254788,0.006197927,0.002487996,0.062813185,0.066057675,0.001457883,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8457,Inventing Anna,Drama,7.1,"From a yacht off Ibiza to a suite at Paris Fashion Week, Anna's glamorous lifestyle comes into focus as her former friends dish out details to Vivian.",1081.0,8.0,0.007233779,0.014173833,0.003652539,0.6015392,0.30855703,0.012871793,0.0519718,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8458,Inventing Anna,Drama,7.1,"With Anna giving her the cold shoulder, Vivian hunts down sources who can fill in the blanks: Anna's ex-boyfriend Chase and wealthy entrepreneur Nora.",946.0,8.0,0.32825893,0.060830604,0.010130474,0.003630288,0.5780068,0.015437868,0.003704967,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8459,Inventing Anna,Drama,7.3,Vivian investigates how Anna persuaded powerful Manhattan lawyer Alan Reed to help her secure millions in funding for her ambitious business venture.,945.0,8.0,0.031637847,0.012266384,0.02082821,0.02487332,0.8449566,0.016450599,0.04898702,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460,Inventing Anna,Drama,7.3,"A past blunder throws Vivian off balance while delving into Anna's stay at a swanky hotel, where she befriended--and lavishly tipped--concierge Neff.",913.0,8.0,0.38884884,0.18563339,0.2272381,0.018981075,0.028807359,0.14550583,0.00498536,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8461,Inventing Anna,Drama,7.4,"Vivian obtains footage of Anna's ill-fated trip to Morocco, an extravagant retreat with Rachel, Kacy and a videographer that quickly spirals into chaos.",936.0,8.0,0.504079,0.039809875,0.04217986,0.017557861,0.16437057,0.17453577,0.057467125,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8462,Inventing Anna,Drama,7.2,"Under pressure to finish the Anna article and with her baby's due date imminent, Vivian tries to contact Rachel to hear her side of the Marrakech fiasco.",869.0,8.0,0.6228262,0.011998323,0.284044,0.002168263,0.032992058,0.042873524,0.003097588,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8463,Inventing Anna,Drama,6.6,"Vivian digs into lingering questions after her article's publication, including Anna's formative years in Germany and her stay at L.A.'s Chateau Marmont.",922.0,7.0,0.007967834,0.01035945,0.00593269,0.003049444,0.9410265,0.024185585,0.007478522,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8464,Inventing Anna,Drama,6.8,"Anna obsesses over her trial style as Vivian covers the proceedings, Rachel takes the stand and defense lawyer Todd implores his client to cooperate.",916.0,7.0,0.23174408,0.18392104,0.023033598,0.003610012,0.48659375,0.06667105,0.004426497,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8465,Dynasty,Drama,7.8,Blake celebrates what could be his last Thanksgiving; Fallon focuses on her new project.,424.0,8.0,0.003384692,0.003159513,0.000786216,0.6707021,0.20275678,0.061333735,0.057877023,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8466,Pokémon,"Animation, Action, Adventure",8.2,"Four years prior to the day he began his Pokémon journey, a six-year-old Ash rushes downstairs to show his mother a poster advertising Professor Oak's Pokémon camp. Seeing her son's ...                See full summary »",191.0,9.0,0.21325381,0.04688444,0.21289285,0.15312353,0.114721514,0.06263482,0.1964891,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8467,The Dragon Prince,"Animation, Action, Adventure",8.6,As the human army marches towards Xadia Viren tells Aaravos about the time he and the late king Harrow killed the dragon king. Ezran makes his way to meet Callum and Rayla.,528.0,9.0,0.25690538,0.061886795,0.22475666,0.016150376,0.34284002,0.059293706,0.03816711,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8468,High Seas,"Crime, Drama, Mystery",7.4,"The Bárbara de Braganza prepares to set sail for Mexico, but first, Eva is asked to help undercover agents find a man harboring a virus.",120.0,8.0,0.06481708,0.10403624,0.4818153,0.004201128,0.30016264,0.03645351,0.008514145,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8469,High Seas,"Crime, Drama, Mystery",7.2,"When a serious crime occurs aboard the ship, Fabio warns Eva their mission is becoming dangerous. Carolina becomes entangled in the mystery.",104.0,8.0,0.024309661,0.009177482,0.9498701,0.000583317,0.00443197,0.010684258,0.000943164,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8470,Vagabond,"Action, Mystery, Thriller",8.6,Dal Geon's explosive on-air accusation toward the president sparks a media storm. Jessica's press conference goes south quick.,122.0,9.0,0.66640115,0.034103304,0.10234021,0.004037507,0.12552892,0.012324831,0.055264097,"['Action', 'Mystery', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8471,The Stranded,"Adventure, Drama, Mystery",6.8,"Shaken, Kraam awakens from a bizarre dream. Anan struggles to lead as the students work to retrieve the boat. Meanwhile, Arisa makes a discovery.",53.0,7.0,0.007930277,0.021553092,0.73745733,0.003000013,0.04877139,0.008034132,0.17325377,"['Adventure', 'Drama', 'Mystery']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8472,The Stranded,"Adventure, Drama, Mystery",6.9,"Nahm questions the mysterious appearance of Professor Lin, while Arisa and Ying try to piece together the puzzle of the poem. The past haunts Ice.",51.0,7.0,0.013010855,0.05399588,0.60625505,0.004700047,0.24218884,0.060357526,0.019491795,"['Adventure', 'Drama', 'Mystery']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8473,The Stranded,"Adventure, Drama, Mystery",7.0,"Professor Lin acts strangely, and Ice seeks an exorcism. Kraam sketches May and draws her to a special spot. Arisa makes contact deep in the jungle.",52.0,7.0,0.009519732,0.3694153,0.30609262,0.002955947,0.20663835,0.0305196,0.0748584,"['Adventure', 'Drama', 'Mystery']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8474,The Stranded,"Adventure, Drama, Mystery",6.8,May thinks back on her life while Anan harbors suspicions. Lin warns of danger as the students get ready to set sail. Ying and Nahm hunt for answers.,50.0,7.0,0.005487898,0.001904857,0.97541994,0.000987976,0.008668832,0.006201931,0.001328519,"['Adventure', 'Drama', 'Mystery']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8475,The Stranded,"Adventure, Drama, Mystery",7.1,"As Krit's captivity wears on, Lin delivers a cryptic message to Kraam. May makes a life-changing discovery. The jungle's mysteries pull Arisa deeper.",51.0,8.0,0.010038788,0.013539086,0.18919079,0.004601431,0.7219447,0.04057888,0.020106379,"['Adventure', 'Drama', 'Mystery']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8476,The House of Flowers,"Comedy, Drama",7.5,"The de la Mora family, their friends, acquaintances, and rivals gather for the funeral of Virginia de la Mora.",296.0,8.0,0.005692609,0.017455092,0.002809088,0.2757725,0.2044694,0.46886724,0.024934094,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477,The Dragon Prince,"Animation, Action, Adventure",8.9,"As Team Zym begins the steep climb up to the Dragon Queen's lair, Viren and Aaravos play a nasty trick on the sunfire elves.",555.0,9.0,0.03615707,0.898262,0.04021085,0.00125738,0.015973927,0.006831975,0.001306632,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478,Vagabond,"Action, Mystery, Thriller",8.3,"When Oh Sang Mi disappears, Dal Geon and Hae Ri realize there's more to the situation. Meanwhile, Prime Minister Hong takes advantage of the crisis.",119.0,9.0,0.08476194,0.18894164,0.038332984,0.008764578,0.30317777,0.35767856,0.018342556,"['Action', 'Mystery', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8479,Vagabond,"Action, Mystery, Thriller",8.7,"Sang Mi leaves behind a warning about a shady figure named Samael, putting everything Dal Geon thought he knew about the crash into question",128.0,9.0,0.047727227,0.07995806,0.6209604,0.004127533,0.20516792,0.03609699,0.005961913,"['Action', 'Mystery', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8480,Vagabond,"Action, Mystery, Thriller",7.8,"When Jessica asks for NIS protection in exchange for Samael's identity, Hae Ri heads to prison undercover. In hiding, Dal Geon plans his next steps.",169.0,8.0,0.14867108,0.05022986,0.5584632,0.008947358,0.192374,0.03827498,0.003039462,"['Action', 'Mystery', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8481,Top Gear,"Adventure, Comedy, Reality-TV",8.7,"The team revisit one of their most ridiculous challenges with the return of the amphibious cars - this time, Jeremy ditches the ""Toyboata"" for a Nissan pickup that he nicknames the ""Nissank...                See full summary »",317.0,9.0,0.31861487,0.07272569,0.094605856,0.18038961,0.1218567,0.057484865,0.15432237,"['Adventure', 'Comedy', 'Reality-TV']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8482,The Devil Next Door,"Documentary, Crime, History",7.6,Is he a grandfather from Cleveland or the matzo Ivan the terrible. War crimes from ww2 still being sought and prosecuted all these years later.,467.0,8.0,0.028848693,0.16255231,0.7342993,0.000977634,0.012148115,0.055191353,0.005982516,"['Documentary', 'Crime', 'History']",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8483,The Devil Next Door,"Documentary, Crime, History",7.6,Survivors of Treblinka death camp testify against John Demjanjuk and accuse him of being Ivan the Terrible while his attorneys find ways to question the credibility of testimonies against him.,423.0,8.0,0.1199736,0.42893022,0.4181751,0.00098689,0.01805176,0.011520803,0.002361552,"['Documentary', 'Crime', 'History']",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8484,The Devil Next Door,"Documentary, Crime, History",7.5,"The defense tries to discredit crucial testimony of a Treblinka death camp survivor, challenges the genuineness of an ID card obtained from KGB records, and makes a startling discovery in a McDonald's trash dump.",407.0,8.0,0.062322013,0.41141802,0.090036824,0.004085243,0.14627825,0.005534727,0.28032488,"['Documentary', 'Crime', 'History']",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8485,The Devil Next Door,"Documentary, Crime, History",7.7,"Just as a much-awaited verdict is delivered, the fall of the Berlin Wall leads to release of new evidence from KGB, throwing a hard twist into the John Demjanjuk's trial.",394.0,8.0,0.032181174,0.020637345,0.03696148,0.061866127,0.7647627,0.017436173,0.066155076,"['Documentary', 'Crime', 'History']",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8486,The Devil Next Door,"Documentary, Crime, History",7.7,"Final verdict is delivered by the Supreme Court of Israel in John Demjanjuk's trial, but more twists await.",385.0,8.0,0.008021806,0.00831163,0.013671826,0.24303187,0.6767681,0.027459048,0.022735666,"['Documentary', 'Crime', 'History']",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8487,Johnny Test,"Animation, Action, Adventure",6.1,"Dukey points out that Johnny can never really understand the pleasure of Butt-sniffing unless he's a real dog. To the lab! When Johnny learns about the legend of Johnny Appleseed, he wants ...                See full summary »",30.0,7.0,0.16314952,0.038062975,0.067709796,0.19314198,0.24307343,0.09657006,0.19829217,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8488,The Dragon Prince,"Animation, Action, Adventure",9.0,"With Viren's glowing army closing in on the Storm Spire, Rayla, Callum and friends must decide whether to flee to safety or stay and fight.",588.0,9.0,0.03838406,0.009628495,0.23420943,0.029614694,0.49633566,0.1879866,0.003841102,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8489,Unsolved Mysteries,"Documentary, Crime, Mystery",5.8,"Residents of Berkshire County, Massachusetts, recall their baffling, terrifying experiences with a UFO on the night of September 1, 1969.",1159.0,6.0,0.003313576,0.008728377,0.8753748,0.002964502,0.019264532,0.002318519,0.08803571,"['Documentary', 'Crime', 'Mystery']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8490,The Worst Witch,"Family, Fantasy",8.1,Add a Plot,30.0,9.0,0.014831012,0.003332666,0.003361003,0.007689098,0.946936,0.008139871,0.015710289,"['Family', 'Fantasy']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8491,The Worst Witch,"Family, Fantasy",8.1,Add a Plot,30.0,9.0,0.014831012,0.003332666,0.003361003,0.007689098,0.946936,0.008139871,0.015710289,"['Family', 'Fantasy']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8492,The Worst Witch,"Family, Fantasy",8.3,Add a Plot,28.0,9.0,0.014831012,0.003332665,0.003361003,0.007689097,0.946936,0.008139871,0.015710289,"['Family', 'Fantasy']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8493,The Worst Witch,"Family, Fantasy",8.3,Add a Plot,28.0,9.0,0.014831012,0.003332665,0.003361003,0.007689097,0.946936,0.008139871,0.015710289,"['Family', 'Fantasy']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8494,The Boondocks,"Animation, Action, Comedy",8.1,"Riley's natural inclination to never snitch is challenged when he learns Ed Wuncler III and Gin Rummy are behind a series of robberies in Woodcrest, climaxing in the theft of Granddad's car.",300.0,9.0,0.15306133,0.022104105,0.7412809,0.001665597,0.05874415,0.013827133,0.009316811,"['Animation', 'Action', 'Comedy']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8495,The Boondocks,"Animation, Action, Comedy",7.8,"After Sarah kicks Tom out over an argument about superstar Usher, he turns to the Freemans and A Pimp Named Slickback for help.",324.0,8.0,0.115863524,0.12014105,0.0328983,0.009349685,0.6544671,0.052447487,0.014832904,"['Animation', 'Action', 'Comedy']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8496,Jamtara: Sabka Number Ayega,Crime,7.2,"Sunny's father comes to his aid. Brajesh wields his power. As Saurav educates the police on phishing, Sunny and Gudiya conduct a training of their own.",102.0,8.0,0.10557934,0.33187497,0.033339754,0.006819899,0.49813604,0.02094538,0.003304638,['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8497,Johnny Test,"Animation, Action, Adventure",5.9,"It's snowing in the middle of summer. Cool! Who would win in the ultimate battle of ""Uncle?""",28.0,6.0,0.015722899,0.010566583,0.002193678,0.07946915,0.8498409,0.018424712,0.02378212,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8498,She-Ra and the Princesses of Power,"Animation, Action, Adventure",8.1,"The squad waylays a Horde transport, only to have the tables turn. While Adora hunts for a new pulse bot, Glimmer takes advice from Shadow Weaver.",983.0,9.0,0.10541533,0.048202794,0.01831447,0.00317993,0.5357225,0.22500627,0.06415861,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,She-Ra and the Princesses of Power,"Animation, Action, Adventure",7.9,"A spore storm traps the Horde trainees in the Woods and traps Adora in the Crystal Castle, where a damaged Light Hope is forced to reboot herself.",983.0,8.0,0.055190947,0.8872923,0.007148657,0.000778729,0.03599637,0.010788312,0.00280467,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
